StudentID,Name,Gender,AttendanceRate,StudyHoursPerWeek,PreviousGrade,ExtracurricularActivities,ParentalSupport,FinalGrade,Online Classes Taken
1076.0,Daniel Herrera,1,82.0,25.0,88.0,1,2,72.0,True
5396.5,Jessica Richardson,1,95.0,18.0,65.0,2,2,72.0,True
1749.0,Ian Glass,0,88.0,17.0,70.0,3,1,80.0,True
6615.0,Heidi Simmons,0,95.0,25.0,65.0,0,0,92.0,True
1359.0,Andrea Fuller,1,90.0,30.0,78.0,0,1,85.0,True
1785.0,David Dunlap,1,85.0,15.0,85.0,0,2,62.0,False
3508.0,Antonio Mitchell,1,85.0,18.0,60.0,2,1,72.0,True
7862.0,Mariah Cole,1,82.0,22.0,85.0,2,0,87.0,True
5396.5,Rhonda Ramos,1,95.0,8.0,82.0,0,0,72.0,False
6416.0,Raymond Murillo,1,85.0,15.0,85.0,2,1,78.0,True
2659.0,Andrea Bradley,0,92.0,17.0,82.0,2,2,80.0,True
5760.0,Andrea Frey,0,95.0,8.0,85.0,2,0,80.0,True
6384.0,Tina Velazquez,0,88.0,22.0,82.0,2,2,90.0,False
8479.0,Bonnie Callahan,0,70.0,17.0,60.0,0,0,68.0,True
2699.0,Eric Scott,0,91.0,17.0,86.0,1,0,88.0,True
5396.5,Maria Leblanc,0,85.0,20.0,60.0,1,0,87.0,True
9598.0,Michael Valenzuela,1,95.0,12.0,70.0,1,0,62.0,False
6664.0,Robin Spears,0,78.0,12.0,86.0,1,0,68.0,False
3709.0,David Owens,1,85.0,30.0,90.0,1,2,80.0,False
7607.0,Andrea Frey,1,90.0,17.0,77.0,3,2,87.0,False
2944.0,Elizabeth Clark,0,85.0,20.0,78.0,0,0,72.0,False
9328.0,Beverly Fisher,1,85.0,30.0,88.0,1,0,78.0,False
6952.0,Sarah Bailey,0,90.0,20.0,90.0,1,2,90.0,False
2741.0,Kendra Ramirez,1,78.0,17.0,65.0,0,0,85.0,True
7437.0,Diane Ross,1,85.0,25.0,88.0,2,2,80.0,True
8381.0,Stephanie Mcfarland,0,91.0,12.0,65.0,1,0,72.0,False
8912.0,Michelle Woods,1,91.0,10.0,65.0,2,2,88.0,False
7859.0,David Ruiz,1,88.0,8.0,88.0,2,2,68.0,False
9975.0,Jason Castro,0,82.0,18.0,90.0,3,1,85.0,True
3913.0,Kathleen Montgomery,0,90.0,18.0,70.0,1,1,88.0,False
9747.0,James Bennett,0,70.0,18.0,70.0,2,0,62.0,True
4275.0,Kelsey Watkins,0,78.0,18.0,82.0,0,0,85.0,True
6876.0,David Park,0,90.0,22.0,70.0,3,1,72.0,False
1769.0,Christopher Poole,0,70.0,8.0,88.0,2,0,80.0,False
4695.0,Rebecca Baxter,0,88.0,12.0,86.0,3,1,92.0,True
4063.0,Virginia Daniel,1,82.0,20.0,60.0,1,2,85.0,True
5178.0,Melissa Gordon,1,95.0,17.0,65.0,1,0,90.0,True
9037.0,Brett Barrett,0,90.0,30.0,70.0,3,0,72.0,True
7814.0,Brandon Townsend,0,90.0,30.0,90.0,3,1,90.0,True
9691.0,Haley Robertson,0,82.0,15.0,85.0,1,2,92.0,True
1653.0,Michelle Gonzalez,0,70.0,20.0,60.0,2,1,85.0,False
9426.0,Gary Holland,0,85.0,18.0,82.0,3,2,72.0,True
9814.0,Felicia Howard,1,90.0,25.0,90.0,0,0,92.0,False
2181.0,Sean Walker,1,85.0,17.0,88.0,1,0,87.0,False
2154.0,Brianna Mills,1,88.0,8.0,60.0,1,1,62.0,False
2938.0,Michael Case,1,91.0,20.0,86.0,1,1,87.0,True
5748.0,Felicia Houston,0,91.0,20.0,82.0,1,2,62.0,False
3561.0,Kevin Wilson,1,78.0,8.0,70.0,2,1,68.0,False
1182.0,Mary Vaughn,1,90.0,15.0,78.0,3,1,62.0,True
4441.0,Andrea Frey,0,92.0,8.0,70.0,0,0,68.0,True
2877.0,Maurice Martinez,1,91.0,15.0,70.0,1,1,72.0,True
5107.0,Jonathon Perry,1,92.0,22.0,77.0,1,2,68.0,True
5671.0,Andrea Frey,1,92.0,30.0,77.0,1,2,88.0,True
6971.0,Rebecca Evans,0,88.0,10.0,78.0,1,0,92.0,False
5533.0,Paul Williams,0,78.0,30.0,77.0,1,2,90.0,True
3879.0,Tyler Boyer,1,88.0,10.0,70.0,3,2,87.0,True
7637.0,Kristy Nichols,1,85.0,12.0,82.0,2,1,78.0,False
7430.0,Darren Martin,1,91.0,18.0,65.0,1,1,72.0,True
4913.0,Katelyn Morgan,1,82.0,10.0,77.0,0,0,88.0,True
5396.5,Dennis Elliott,1,85.0,25.0,77.0,3,0,85.0,True
9485.0,Jesus Henson,0,70.0,17.0,77.0,1,0,90.0,False
5314.0,Robin Stewart,1,70.0,8.0,88.0,3,1,87.0,True
9460.0,Lawrence Miller,0,95.0,30.0,77.0,1,1,80.0,False
3713.0,Ronnie White,1,90.0,12.0,82.0,3,0,68.0,True
4773.0,John Fox,0,95.0,20.0,77.0,1,2,92.0,False
1367.0,Andrea Frey,1,85.0,10.0,86.0,3,0,68.0,True
1916.0,Daniel Scott,1,88.0,10.0,70.0,0,1,88.0,False
2404.0,Andrea Frey,1,85.0,22.0,77.0,1,0,92.0,True
3979.0,Jonathan Mann,0,78.0,18.0,77.0,3,1,87.0,True
2778.0,Bethany Andersen,1,92.0,18.0,70.0,0,0,88.0,True
9706.0,Tiffany Moore,1,90.0,17.0,65.0,3,1,80.0,False
9553.0,Sylvia Chavez,0,95.0,15.0,70.0,0,0,78.0,False
2600.0,Gerald Reilly,0,78.0,18.0,77.0,3,0,85.0,False
5223.0,Ashlee Wilcox,1,85.0,15.0,86.0,2,0,72.0,True
6175.0,Lance Johnson,0,95.0,20.0,65.0,0,1,88.0,False
6990.0,Andrea Frey,0,70.0,25.0,60.0,2,1,78.0,False
5157.0,Andrea Frey,0,91.0,18.0,60.0,0,1,87.0,True
2642.0,Patrick Gonzalez MD,1,82.0,8.0,88.0,2,1,80.0,True
2492.0,Cole Gomez,1,85.0,22.0,60.0,2,0,85.0,True
7296.0,Alejandro Gutierrez,0,91.0,12.0,82.0,3,0,68.0,True
4304.0,Natalie Long,0,92.0,15.0,86.0,2,1,92.0,True
6893.0,Abigail Ingram,1,85.0,10.0,85.0,2,2,90.0,True
9482.0,Eileen Lee,1,90.0,20.0,70.0,2,1,72.0,False
5530.0,Nancy Moore,1,91.0,25.0,77.0,0,1,80.0,True
2185.0,Melanie Wilson,0,95.0,20.0,70.0,2,1,88.0,False
8923.0,Gloria Henderson,1,95.0,17.0,77.0,3,0,78.0,False
4610.0,Christopher Payne,1,95.0,8.0,88.0,2,1,80.0,True
5706.0,John Franklin,1,70.0,30.0,85.0,2,0,78.0,False
3994.0,Angel Stout,1,85.0,25.0,90.0,3,2,92.0,False
5396.5,James Watkins,1,90.0,20.0,77.0,3,0,72.0,False
6167.0,Candace Kelly,0,91.0,18.0,77.0,0,0,85.0,True
1887.0,Zachary Daniel,0,85.0,12.0,78.0,2,2,62.0,True
8490.0,Angel Howard,1,82.0,17.0,88.0,1,0,92.0,False
6924.0,Heather Hill,0,78.0,12.0,78.0,3,2,78.0,False
4013.0,Heather Gamble,1,70.0,25.0,60.0,1,2,62.0,True
4744.0,Sean Levine,1,88.0,25.0,70.0,0,2,92.0,True
8749.0,Brian Diaz,1,78.0,8.0,77.0,0,1,72.0,False
5915.0,Catherine Koch,0,82.0,22.0,78.0,0,0,68.0,False
2577.0,Andrea Frey,0,95.0,18.0,88.0,1,1,72.0,False
1324.0,Anne Martin,0,90.0,30.0,86.0,1,1,88.0,True
5663.0,Mary Warren,0,95.0,12.0,77.0,1,0,62.0,True
3745.0,Amanda Bryant,0,70.0,22.0,86.0,0,0,87.0,False
6191.0,Joel Ford,0,88.0,22.0,60.0,2,2,90.0,False
7782.0,Mark Miller,1,78.0,15.0,65.0,3,1,85.0,True
4450.0,Sarah Russell,1,70.0,20.0,85.0,2,2,72.0,False
9584.0,Lisa Mitchell,1,90.0,18.0,86.0,0,0,62.0,False
8260.0,William White,1,78.0,12.0,65.0,1,0,90.0,False
8654.0,Jacqueline Garcia,0,82.0,17.0,65.0,2,0,88.0,False
9576.0,Elizabeth Wright,0,95.0,17.0,70.0,3,0,78.0,False
3551.0,Pamela Woods,1,85.0,15.0,70.0,0,2,85.0,False
8816.0,Sydney Patterson,0,85.0,8.0,82.0,3,0,80.0,False
8161.0,Lisa Johnson,0,92.0,10.0,60.0,0,0,85.0,True
9464.0,Todd Jackson,0,88.0,12.0,82.0,0,0,87.0,True
8460.0,Shelby Richards,0,88.0,22.0,77.0,3,2,80.0,True
4046.0,Joseph Roberts,1,88.0,18.0,65.0,1,1,80.0,True
9086.0,Samantha Burton,1,95.0,8.0,82.0,1,2,78.0,False
2314.0,Cynthia Mcdonald,1,85.0,18.0,60.0,2,1,78.0,False
1206.0,Kimberly Petty,1,92.0,8.0,77.0,3,1,80.0,True
9538.0,Joshua Carpenter,1,85.0,8.0,82.0,1,0,80.0,True
5150.0,Jessica Fuller,0,88.0,25.0,88.0,1,1,92.0,False
6316.0,Andrea Barber,1,78.0,18.0,86.0,2,2,92.0,False
3539.0,Brian Lyons,0,90.0,25.0,65.0,1,0,88.0,True
1979.0,Tammy Fuentes,0,78.0,12.0,85.0,0,2,92.0,False
8187.0,Robert Taylor,1,85.0,8.0,88.0,0,2,80.0,False
9892.0,David Gonzalez,0,92.0,22.0,65.0,2,2,80.0,True
2128.0,Steven Myers,1,85.0,18.0,82.0,2,2,78.0,False
4039.0,Cassandra Perez,1,91.0,30.0,86.0,3,2,87.0,False
4110.0,Jacqueline Eaton,0,82.0,10.0,86.0,2,0,62.0,True
9572.0,Carrie Mccoy,1,85.0,10.0,65.0,1,0,87.0,True
7366.0,Amy Fisher,0,82.0,22.0,86.0,2,0,90.0,True
1214.0,Stephanie Reid,1,85.0,20.0,77.0,1,2,72.0,False
1955.0,Reginald Hoover,0,82.0,15.0,85.0,1,0,92.0,True
4784.0,Christina Russo,0,92.0,25.0,70.0,3,1,68.0,False
2728.0,Raymond Howell,0,85.0,8.0,85.0,0,0,72.0,True
9747.0,Angela Perez,0,95.0,30.0,70.0,1,2,62.0,False
4943.0,Charles Aguilar,1,70.0,12.0,82.0,1,2,78.0,True
5660.0,Caitlyn Green,1,82.0,10.0,82.0,1,2,92.0,True
5521.0,Ronald Davis,1,90.0,15.0,77.0,1,0,68.0,True
4817.0,Melissa Lucas,0,88.0,20.0,86.0,0,1,92.0,False
8905.0,Heidi Leonard,1,85.0,22.0,85.0,3,1,85.0,False
5396.5,Samantha Patton,1,95.0,30.0,60.0,0,0,92.0,True
7266.0,Richard Swanson,1,88.0,12.0,78.0,1,1,88.0,True
3509.0,Lauren Simpson,1,70.0,17.0,86.0,3,1,87.0,False
5396.5,Kimberly Raymond,1,95.0,20.0,77.0,3,1,80.0,True
7529.0,Marissa Raymond,1,78.0,10.0,77.0,2,0,78.0,True
9589.0,Joyce Bishop,1,92.0,18.0,82.0,0,2,88.0,False
7939.0,Michael Kelly,0,95.0,25.0,88.0,1,1,80.0,False
8245.0,Peggy Hill,1,85.0,15.0,90.0,3,1,90.0,True
2841.0,Derrick Love,1,88.0,22.0,65.0,2,0,90.0,False
8373.0,Laura Stevens,0,85.0,30.0,90.0,2,0,92.0,False
9991.0,Terri Potter,0,91.0,10.0,78.0,0,1,72.0,True
5653.0,Veronica Saunders,1,91.0,18.0,78.0,1,1,80.0,False
6901.0,Emily Townsend,1,85.0,18.0,60.0,3,2,72.0,True
8940.0,James Long,1,78.0,25.0,70.0,1,1,80.0,False
6465.0,Jennifer Dickson,0,70.0,10.0,78.0,1,1,90.0,True
9212.0,Alexa West,0,85.0,18.0,60.0,1,1,85.0,False
3248.0,Phillip Donovan,1,70.0,12.0,86.0,3,2,92.0,False
6395.0,Monique King,0,82.0,10.0,90.0,0,1,72.0,True
6062.0,Karl Murray,1,70.0,18.0,86.0,0,2,87.0,True
4016.0,Julia Brooks,0,78.0,15.0,88.0,0,2,80.0,False
3489.0,Lauren Montgomery,1,88.0,10.0,65.0,1,1,88.0,True
4804.0,Nathan Wall,1,85.0,30.0,85.0,1,0,72.0,False
4014.0,Kristin Macias,0,85.0,17.0,65.0,0,0,92.0,True
5421.0,Samuel Smith,0,92.0,25.0,90.0,2,0,80.0,False
8496.0,Andrea Frey,1,70.0,8.0,78.0,3,1,62.0,True
9530.0,Bradley Stevens,1,85.0,17.0,78.0,3,1,72.0,True
7347.0,Morgan Hampton,1,92.0,18.0,77.0,0,2,85.0,False
1893.0,Lori Carrillo,1,85.0,17.0,85.0,2,0,68.0,True
7440.0,Samantha Novak,0,95.0,17.0,78.0,0,2,88.0,False
2477.0,Audrey Robinson,0,95.0,10.0,85.0,2,0,78.0,False
9383.0,Lindsey Kerr,1,70.0,12.0,60.0,1,0,90.0,True
3656.0,Cynthia Nguyen,1,78.0,15.0,60.0,2,2,78.0,True
3155.0,Ryan Hood,1,85.0,22.0,82.0,1,2,78.0,True
9084.0,Matthew Stevenson,1,92.0,22.0,77.0,1,2,78.0,True
5009.0,Rhonda White,0,91.0,12.0,90.0,1,0,68.0,True
3381.0,Larry Ramsey,1,91.0,22.0,82.0,1,0,80.0,True
5659.0,Kimberly Anderson,1,85.0,22.0,88.0,1,0,85.0,True
8001.0,Brian Miles,1,88.0,17.0,78.0,2,1,80.0,True
4425.0,Kelly Baker,1,90.0,22.0,70.0,2,2,88.0,False
7996.0,Wendy Miller,0,88.0,12.0,86.0,3,2,68.0,False
9069.0,Michael Webster,1,91.0,25.0,82.0,3,0,87.0,True
4396.0,Michelle Ryan,0,70.0,15.0,88.0,1,1,92.0,False
5168.0,Justin Jennings,1,88.0,18.0,70.0,2,2,80.0,False
7488.0,Norma Ward,1,78.0,25.0,88.0,1,1,78.0,True
8888.0,Andrea Frey,1,85.0,12.0,88.0,1,2,80.0,False
9779.0,Vincent Johnson,1,92.0,22.0,78.0,1,0,68.0,False
7147.0,David Stone,1,91.0,22.0,60.0,0,1,87.0,False
6152.0,Amy Evans,1,88.0,8.0,85.0,1,0,90.0,True
5396.5,Caleb Walker,0,78.0,20.0,88.0,1,0,80.0,False
9192.0,Stephen Ramirez,1,92.0,30.0,77.0,2,2,90.0,True
4361.0,Nicholas Baxter,1,85.0,8.0,70.0,2,0,85.0,True
6460.0,Raymond Smith,0,85.0,20.0,70.0,2,0,88.0,True
6257.0,Roy Johnson,1,92.0,18.0,82.0,2,2,78.0,True
3580.0,Ryan Vasquez,1,90.0,15.0,86.0,2,1,87.0,False
5440.0,Justin Johnson,1,88.0,22.0,90.0,0,0,85.0,False
1831.0,Andrea Frey,1,85.0,18.0,78.0,2,2,80.0,True
8304.0,Kaylee Benjamin,0,88.0,30.0,90.0,2,0,78.0,False
2593.0,Charles Murphy,0,88.0,17.0,77.0,3,0,68.0,False
6954.0,Grant Henderson,0,78.0,18.0,88.0,1,2,80.0,False
8842.0,Michael Woods,0,78.0,18.0,88.0,3,1,68.0,True
6339.0,Michael Kane,1,88.0,12.0,77.0,0,1,62.0,True
8903.0,Susan Benson,0,90.0,30.0,90.0,3,2,62.0,True
3835.0,Timothy Armstrong,1,91.0,17.0,85.0,3,1,78.0,False
3886.0,Cindy Harvey,0,70.0,20.0,86.0,2,1,88.0,False
9098.0,Caitlin Carter,1,90.0,25.0,65.0,3,1,80.0,True
8421.0,Ricky Johnson,0,70.0,22.0,86.0,1,0,92.0,False
5989.0,Bryan Hoover,0,95.0,20.0,86.0,1,1,72.0,False
2022.0,Elijah Wagner,0,82.0,15.0,78.0,2,2,87.0,True
8073.0,Felicia Davis,0,95.0,8.0,60.0,0,2,72.0,False
3278.0,Jonathan Hess,1,82.0,8.0,88.0,0,0,85.0,True
3200.0,Michael Yoder,1,90.0,15.0,65.0,1,1,62.0,True
3248.0,Samantha York,0,85.0,22.0,60.0,3,0,78.0,False
7303.0,Joanna Martinez,0,92.0,10.0,60.0,3,0,88.0,True
9220.0,Penny Hopkins,0,70.0,12.0,86.0,1,0,80.0,False
2854.0,Justin Foster,0,90.0,18.0,78.0,2,2,72.0,True
5017.0,Jennifer Morgan,0,90.0,12.0,86.0,2,1,80.0,True
8681.0,Dalton Chen,0,82.0,17.0,86.0,1,2,90.0,False
3744.0,Mrs. Amy Carney MD,1,91.0,18.0,86.0,2,0,78.0,True
5780.0,Melissa Wang,1,88.0,17.0,85.0,0,1,87.0,False
5396.5,Chelsea Porter,0,88.0,18.0,78.0,2,1,68.0,True
8317.0,Cameron Bender,0,78.0,18.0,90.0,1,0,72.0,True
5396.5,Vanessa Hall,1,85.0,8.0,60.0,3,1,78.0,True
6653.0,Daniel Solomon,1,88.0,20.0,78.0,1,2,62.0,True
7222.0,Deanna Jones,0,85.0,18.0,65.0,2,2,80.0,False
6172.0,Alicia Young,1,90.0,12.0,88.0,0,1,85.0,True
5183.0,Peter Figueroa,0,85.0,25.0,86.0,3,1,90.0,False
9972.0,Jacob Thompson,1,85.0,20.0,78.0,0,0,72.0,False
4594.0,Jonathon Woodward,0,88.0,25.0,78.0,1,1,87.0,True
2995.0,Brian Hayes,1,90.0,22.0,65.0,0,1,88.0,True
4018.0,Lisa Carroll,0,88.0,17.0,85.0,1,2,62.0,True
5216.0,Cassandra Ryan,1,90.0,18.0,78.0,0,2,90.0,False
3915.0,Terri Hayden,0,90.0,17.0,90.0,3,2,68.0,True
9857.0,Taylor Burns,0,92.0,22.0,85.0,1,1,85.0,True
5105.0,Andrew Jimenez,0,85.0,17.0,65.0,1,0,62.0,False
7411.0,Wendy King,1,82.0,17.0,77.0,0,2,87.0,False
8898.0,Luis Carter,1,91.0,12.0,88.0,1,1,85.0,True
6985.0,Nicholas Jones,0,90.0,17.0,78.0,3,0,72.0,True
5896.0,Tiffany Sanders,0,90.0,30.0,77.0,2,1,78.0,True
4163.0,Andrea Frey,1,91.0,25.0,77.0,0,0,72.0,False
1268.0,Tina Knight,1,95.0,15.0,88.0,1,2,87.0,False
9791.0,Brittany Andrews,1,91.0,25.0,85.0,1,1,68.0,False
1750.0,William Weber,1,78.0,15.0,65.0,1,2,87.0,True
2742.0,Angela Ortiz,1,85.0,22.0,86.0,3,0,92.0,False
6312.0,David Meyer,1,88.0,12.0,65.0,1,0,80.0,True
5396.5,Michelle Aguilar,0,78.0,8.0,65.0,1,1,68.0,True
3185.0,Travis Harrell,1,91.0,8.0,65.0,1,2,87.0,True
5648.0,Craig Mccann,0,85.0,10.0,90.0,0,1,85.0,True
3859.0,Scott Edwards,1,91.0,10.0,77.0,3,0,85.0,True
4144.0,Kelly Cohen,1,82.0,20.0,86.0,1,1,72.0,True
5528.0,David Diaz,1,92.0,20.0,65.0,1,2,80.0,True
6966.0,Joseph Green,0,92.0,8.0,82.0,1,1,80.0,True
9804.0,Henry Johnson,1,78.0,15.0,77.0,2,0,87.0,False
6340.0,Keith Wilson,0,92.0,30.0,90.0,2,2,92.0,False
4276.0,Jordan Chase,0,92.0,20.0,77.0,3,2,80.0,True
8454.0,Kayla Solomon,1,70.0,30.0,65.0,1,1,92.0,True
6503.0,Hayley Johnson,1,85.0,22.0,78.0,2,0,87.0,False
3804.0,John Bender,0,92.0,18.0,86.0,0,1,88.0,True
2416.0,William Christian,0,82.0,17.0,90.0,3,2,80.0,False
5041.0,Michael Willis,1,95.0,8.0,86.0,3,1,68.0,False
1724.0,James Simmons,1,85.0,12.0,78.0,0,1,62.0,True
8412.0,Christopher Sullivan,1,92.0,18.0,70.0,1,1,62.0,False
5846.0,Michelle Santos,1,90.0,15.0,78.0,2,0,78.0,True
8452.0,Michael Walters,0,78.0,8.0,65.0,1,1,78.0,True
7305.0,Jason Anderson,0,82.0,15.0,82.0,0,2,88.0,True
2326.0,Andrea Frey,0,85.0,12.0,88.0,1,0,62.0,True
6989.0,James Hoover,0,78.0,12.0,85.0,2,1,92.0,True
9841.0,Julie Garza,1,85.0,22.0,90.0,3,2,90.0,False
5540.0,Lisa Williams,1,90.0,30.0,88.0,1,2,72.0,False
9714.0,Erica Thomas,0,85.0,22.0,88.0,2,0,78.0,True
5724.0,Calvin Vargas,1,90.0,10.0,82.0,2,0,68.0,True
5803.0,Molly Jones,0,82.0,10.0,77.0,1,2,78.0,False
4097.0,Shannon Hogan,1,85.0,18.0,70.0,1,2,88.0,False
8965.0,James Fields,0,85.0,18.0,78.0,0,2,68.0,False
7093.0,Arthur Johnson,0,85.0,10.0,88.0,2,2,68.0,False
3986.0,Collin Edwards,1,78.0,10.0,90.0,2,0,90.0,False
7056.0,Kimberly Smith,1,92.0,18.0,78.0,1,2,68.0,True
9743.0,Mr. Clinton Camacho,0,90.0,15.0,60.0,1,0,78.0,True
9948.0,Taylor Moyer,1,88.0,17.0,82.0,3,0,68.0,False
6549.0,Andrea Frey,1,85.0,15.0,78.0,2,0,85.0,True
8306.0,David Jimenez,0,90.0,30.0,78.0,3,1,92.0,False
4206.0,Kyle Coleman,1,90.0,18.0,77.0,2,1,62.0,True
6915.0,Marvin Cardenas,0,78.0,8.0,88.0,0,2,80.0,False
8300.0,Eddie Robertson,1,92.0,17.0,60.0,1,2,68.0,False
5396.5,Christopher Diaz,1,78.0,25.0,82.0,1,1,90.0,False
2449.0,Christopher Taylor,1,70.0,18.0,60.0,0,1,78.0,True
4264.0,Brenda Bell,1,70.0,18.0,70.0,1,0,85.0,False
8593.0,Ashley Nguyen,1,85.0,15.0,65.0,2,2,78.0,False
7834.0,Michael Bailey,1,85.0,25.0,78.0,2,2,78.0,False
8872.0,Maria Scott,0,88.0,18.0,85.0,1,1,88.0,True
1958.0,Katherine Mclaughlin,1,95.0,17.0,65.0,1,0,80.0,True
1798.0,Karen Cruz,0,88.0,12.0,85.0,2,0,68.0,True
9908.0,Jodi Taylor,0,95.0,18.0,82.0,1,0,72.0,True
3243.0,Thomas Mcgrath,0,95.0,17.0,60.0,1,0,87.0,True
5396.5,Alec Peterson,1,70.0,17.0,85.0,2,0,80.0,False
3277.0,Kathy Bailey,1,91.0,12.0,88.0,0,1,85.0,True
3108.0,Karen Wolf,1,92.0,18.0,65.0,3,0,87.0,True
2273.0,Mary Jones,1,85.0,8.0,78.0,3,0,80.0,True
8685.0,Lisa Houston,1,88.0,15.0,78.0,2,1,80.0,True
4365.0,Ashley Jordan,1,78.0,30.0,78.0,2,0,85.0,False
3630.0,Lonnie Williams,1,82.0,22.0,85.0,2,1,80.0,True
5617.0,Michael Poole,1,82.0,15.0,85.0,3,1,78.0,True
8203.0,David Martinez,1,78.0,30.0,60.0,0,0,72.0,False
3025.0,Eduardo Miller,0,90.0,12.0,65.0,1,2,85.0,True
6375.0,Kristine Williams,0,88.0,8.0,82.0,1,1,85.0,True
7672.0,Andrea Frey,0,70.0,25.0,85.0,1,0,90.0,False
2723.0,Audrey Woods,0,85.0,12.0,85.0,2,0,62.0,True
3764.0,Lauren Brown,1,95.0,25.0,88.0,3,1,62.0,False
5563.0,Stephanie Merritt,0,70.0,30.0,77.0,3,2,78.0,False
2770.0,Rebecca Jones,1,88.0,17.0,77.0,3,1,68.0,True
2117.0,Isaiah Arnold,0,85.0,10.0,60.0,3,1,90.0,True
2253.0,Andrea Frey,0,85.0,25.0,82.0,1,2,72.0,True
1517.0,Andrew Dudley,0,90.0,8.0,77.0,1,2,78.0,True
5965.0,Kenneth Jones,1,85.0,8.0,65.0,2,1,62.0,False
9837.0,Jane Griffith,0,85.0,12.0,65.0,2,0,62.0,False
6779.0,Jeff Phillips,0,95.0,15.0,78.0,3,0,68.0,True
6591.0,Dawn Edwards,0,90.0,8.0,88.0,1,2,90.0,True
4844.0,Paige Campbell,0,91.0,20.0,85.0,2,0,90.0,False
1612.0,Belinda Kim,0,70.0,22.0,70.0,0,2,80.0,True
6185.0,Christopher Cruz,0,88.0,8.0,88.0,3,0,78.0,True
6504.0,Ruben Steele,0,82.0,30.0,65.0,3,2,90.0,False
2234.0,Bradley Martinez,1,88.0,18.0,78.0,2,1,62.0,True
2552.0,Alison Williams,0,88.0,20.0,86.0,2,2,62.0,True
5945.0,Scott Ferguson,0,70.0,12.0,88.0,3,2,62.0,False
9971.0,David Brown,1,85.0,12.0,65.0,3,2,92.0,False
5396.5,Joseph Smith,0,91.0,15.0,70.0,3,2,78.0,False
8133.0,Andrea Frey,0,95.0,20.0,90.0,0,2,85.0,True
7649.0,Renee Scott,1,90.0,10.0,90.0,1,0,85.0,False
7914.0,Aimee Green,1,92.0,10.0,82.0,0,0,85.0,True
1691.0,Ricky Jenkins,0,85.0,15.0,85.0,1,1,85.0,False
2479.0,Kelly Allen MD,0,78.0,25.0,85.0,3,1,72.0,False
9133.0,Sean Smith,1,92.0,22.0,85.0,1,2,88.0,True
7928.0,Robert Johnson,1,78.0,20.0,65.0,3,2,78.0,True
9034.0,Susan Russell,0,90.0,30.0,70.0,0,0,92.0,True
6947.0,Ryan West,0,95.0,18.0,78.0,3,0,80.0,True
5144.0,Andrea Frey,0,88.0,30.0,85.0,2,0,78.0,False
5929.0,Christina Fitzgerald,1,92.0,18.0,90.0,0,2,90.0,False
1555.0,Susan Roberson,0,90.0,17.0,77.0,0,2,62.0,True
5275.0,Jessica Banks,1,95.0,8.0,86.0,2,1,80.0,True
4010.0,Jodi Rogers,0,78.0,15.0,60.0,3,1,85.0,True
3585.0,Michelle Clay,1,82.0,10.0,86.0,0,2,78.0,True
5270.0,Jacob Bean,1,91.0,30.0,82.0,3,0,62.0,False
4677.0,Robert Harper,1,85.0,12.0,86.0,3,0,78.0,True
5396.5,Valerie Gibson,0,91.0,8.0,86.0,2,0,87.0,True
1231.0,Michelle Graham,0,85.0,17.0,85.0,3,1,92.0,False
5717.0,Seth Johnson,0,70.0,10.0,60.0,3,1,92.0,True
5396.5,John Jones,1,70.0,10.0,78.0,2,2,92.0,False
8506.0,Julia Sanchez,1,85.0,17.0,65.0,1,1,62.0,False
7935.0,Andrea Frey,0,90.0,20.0,70.0,1,0,90.0,False
1745.0,Justin Sharp,1,88.0,12.0,86.0,0,2,62.0,True
3938.0,Thomas Yoder,0,88.0,12.0,77.0,1,2,68.0,False
3323.0,Christine Mullins,0,90.0,30.0,78.0,0,2,85.0,False
5312.0,Timothy Mcbride,0,82.0,30.0,60.0,0,2,78.0,False
1871.0,Deborah Reyes,1,78.0,15.0,90.0,0,0,78.0,False
8150.0,Chad Downs,1,85.0,15.0,78.0,1,1,72.0,True
3425.0,William Hill,1,95.0,20.0,90.0,2,0,68.0,True
1067.0,Makayla Rhodes,1,70.0,20.0,90.0,1,1,87.0,False
2998.0,Clayton Jones,0,95.0,18.0,85.0,1,0,80.0,False
8439.0,Sean Hernandez,0,91.0,15.0,88.0,1,1,88.0,True
4463.0,Christine Young,1,88.0,30.0,78.0,2,1,88.0,False
3916.0,Brian Hale,1,70.0,20.0,78.0,3,0,62.0,True
2975.0,Sandra Hart,0,85.0,8.0,82.0,3,0,90.0,True
9021.0,Christine Curtis,0,70.0,17.0,82.0,3,1,62.0,False
4053.0,Tara Johnson,0,70.0,20.0,78.0,2,2,78.0,True
9115.0,Stephanie Snyder,1,88.0,17.0,60.0,2,2,85.0,False
5073.0,Miguel Leblanc,0,88.0,22.0,78.0,2,0,80.0,False
7766.0,Christina Mcintyre,1,85.0,22.0,82.0,1,2,88.0,True
2866.0,John Weber,0,78.0,10.0,60.0,1,0,62.0,False
8454.0,Timothy Austin,0,91.0,18.0,88.0,0,0,68.0,False
2742.0,Jeffrey Sullivan,0,82.0,15.0,78.0,0,0,80.0,False
7637.0,Michael Noble,0,88.0,22.0,86.0,1,1,62.0,True
3213.0,Christine Shah,1,92.0,20.0,78.0,3,0,92.0,True
8139.0,Lisa Maynard,1,90.0,18.0,77.0,0,2,62.0,True
8295.0,Lisa Lynch,0,85.0,15.0,77.0,3,0,92.0,True
